,Minute,Team1:TopLane,Team1:Jungle,Team1:MidLane,Team1:AD Carry,Team1:Support,Team2:TopLane,Team2:Jungle,Team2:MidLane,Team2:AD Carry,Team2:Support,Team1:Gold,Team2:Gold,Team1:Kills,Team2:Kills,Team1:TurretKills,Team2:TurretKills,Team1:InhibitorKills,Team2:InhibitorKills,Team1:DragonKills,Team2:DragonKills,Team1:ElderDragonKills,Team2:ElderDragonKills,Team1:BaronKills,Team2:BaronKills,Team1:AverageLevel,Team2:AverageLevel,Winner,MatchID,Elo
148,32,10865,10387,13213,12466,10182,17180,15639,14098,9239,8642,57113,64798,33,38,4,8,0,4,1,3,0,0,0,1,15.4,15.8,Team2,EUW1_7176827479,Bronze4
149,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7176720317,Bronze4
150,1,500,500,550,970,550,500,500,500,500,500,3070,2500,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7176720317,Bronze4
151,2,598,611,627,1054,596,563,611,626,542,544,3486,2886,1,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team2,EUW1_7176720317,Bronze4
152,3,867,1022,942,1425,767,871,993,969,804,763,5023,4400,1,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,Team2,EUW1_7176720317,Bronze4
153,4,1193,1395,1198,1640,953,1113,1335,1211,1120,996,6379,5775,1,0,0,0,0,0,0,0,0,0,0,0,3.6,3.6,Team2,EUW1_7176720317,Bronze4
154,5,1420,1518,1404,1889,1124,1715,2057,1592,1487,1234,7355,8085,1,2,0,0,0,0,0,0,0,0,0,0,4.4,4.4,Team2,EUW1_7176720317,Bronze4
155,6,1777,2170,1667,2261,1414,2051,2280,1956,1687,1418,9289,9392,2,2,0,0,0,0,0,0,0,0,0,0,5.0,4.8,Team2,EUW1_7176720317,Bronze4
156,7,2116,2308,1915,2512,1592,2295,2608,2651,2057,1650,10443,11261,2,3,0,0,0,0,0,0,0,0,0,0,5.6,5.8,Team2,EUW1_7176720317,Bronze4
157,8,2259,2720,2128,2922,1777,2903,2898,2932,2234,1966,11806,12933,2,3,0,0,0,0,0,0,0,0,0,0,6.2,6.2,Team2,EUW1_7176720317,Bronze4
158,9,2573,3641,2701,3273,2032,3280,3281,3488,2511,2196,14220,14756,4,4,0,0,0,0,0,0,0,0,0,0,6.4,6.6,Team2,EUW1_7176720317,Bronze4
159,10,2863,3983,3054,3430,2185,3605,3588,3835,2922,2466,15515,16416,4,4,0,0,0,0,0,0,0,0,0,0,7.2,7.4,Team2,EUW1_7176720317,Bronze4
160,11,3264,4540,3233,5021,2460,3915,3761,5042,3045,2684,18518,18447,7,5,0,0,0,0,0,1,0,0,0,0,7.6,7.6,Team2,EUW1_7176720317,Bronze4
161,12,3865,4822,3555,5280,2834,4072,4048,5285,3587,3091,20356,20083,8,5,0,0,0,0,0,1,0,0,0,0,7.8,7.8,Team2,EUW1_7176720317,Bronze4
162,13,4106,5104,3741,5851,3198,4320,4505,6270,3863,3408,22000,22366,9,7,0,0,0,0,0,1,0,0,0,0,8.6,8.6,Team2,EUW1_7176720317,Bronze4
163,14,4456,5376,4021,6140,3365,4689,4893,7676,4061,3697,23358,25016,9,8,0,1,0,0,0,1,0,0,0,0,8.6,8.8,Team2,EUW1_7176720317,Bronze4
164,15,4663,5588,4290,6291,3517,4986,5125,8155,5546,4525,24349,28337,9,11,0,1,0,0,0,1,0,0,0,0,9.0,9.6,Team2,EUW1_7176720317,Bronze4
165,16,4946,5990,4502,6541,3670,5946,5902,8673,6048,4984,25649,31553,9,13,0,3,0,0,0,1,0,0,0,0,9.4,10.4,Team2,EUW1_7176720317,Bronze4
166,17,5090,6113,4701,6666,3822,6068,6393,9479,6355,5552,26392,33847,9,16,0,3,0,0,0,2,0,0,0,0,9.4,10.6,Team2,EUW1_7176720317,Bronze4
167,18,5627,6531,5106,7000,4722,6560,7127,10267,6807,5734,28986,36495,11,20,0,3,0,0,0,2,0,0,0,0,9.8,11.2,Team2,EUW1_7176720317,Bronze4
168,19,5887,6775,5368,7297,4924,6839,7733,10860,7156,6196,30251,38784,11,21,0,4,0,0,0,2,0,0,0,0,10.2,11.6,Team2,EUW1_7176720317,Bronze4
169,20,6109,7363,5840,7653,5126,7369,8347,11622,8258,6605,32091,42201,13,26,0,5,0,1,0,2,0,0,0,0,10.4,11.8,Team2,EUW1_7176720317,Bronze4
170,21,6250,7513,6382,7805,5278,7729,8770,12881,8405,6906,33228,44691,13,27,0,6,0,1,0,2,0,0,0,0,10.8,12.6,Team2,EUW1_7176720317,Bronze4
171,22,6518,8333,6794,8972,5430,8391,9250,13029,8724,7295,36047,46689,16,28,0,6,0,1,0,3,0,0,0,0,11.2,12.6,Team2,EUW1_7176720317,Bronze4
172,22,6622,8925,6920,9146,5543,8557,9924,14403,8889,7760,37156,49533,17,31,1,7,0,2,0,3,0,0,0,0,11.6,13.0,Team2,EUW1_7176720317,Bronze4
173,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7169738478,Bronze4
174,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7169738478,Bronze4
175,2,563,611,612,577,544,542,611,612,535,546,2907,2846,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team1,EUW1_7169738478,Bronze4
176,3,1231,937,804,913,744,727,926,818,857,752,4629,4080,1,0,0,0,0,0,0,0,0,0,0,0,2.6,2.4,Team1,EUW1_7169738478,Bronze4
177,4,1459,1250,997,1106,925,983,1335,1158,1141,937,5737,5554,1,0,0,0,0,0,0,0,0,0,0,0,3.4,3.4,Team1,EUW1_7169738478,Bronze4
178,5,1947,2377,1423,1382,1065,1133,1457,1462,1333,1128,8194,6513,4,0,0,0,0,0,0,0,0,0,0,0,4.4,4.0,Team1,EUW1_7169738478,Bronze4
179,6,2112,2675,1710,1889,1576,1375,1793,1721,1498,1328,9962,7715,5,0,0,0,0,0,0,0,0,0,0,0,5.0,4.8,Team1,EUW1_7169738478,Bronze4
180,7,2353,2797,1986,2429,1949,1699,2111,1997,1725,1554,11514,9086,6,0,0,0,0,0,0,0,0,0,0,0,5.4,5.4,Team1,EUW1_7169738478,Bronze4
181,8,2788,3339,2447,2921,2216,1956,2335,2344,1905,1791,13711,10331,7,0,0,0,0,0,1,0,0,0,0,0,6.2,6.0,Team1,EUW1_7169738478,Bronze4
182,9,3152,3863,2753,3121,2540,2326,2941,2714,2100,1996,15429,12077,8,1,0,0,0,0,1,0,0,0,0,0,6.6,6.6,Team1,EUW1_7169738478,Bronze4
183,10,3358,4222,2988,3432,2692,2462,3168,2983,2362,2189,16692,13164,8,1,0,0,0,0,1,0,0,0,0,0,7.2,6.8,Team1,EUW1_7169738478,Bronze4
184,11,3703,4586,3236,3618,2939,2849,3494,3314,2665,2441,18082,14763,8,1,0,0,0,0,1,0,0,0,0,0,7.4,7.8,Team1,EUW1_7169738478,Bronze4
185,12,4008,5029,3570,4113,3148,3182,3617,3626,2921,2634,19868,15980,9,1,0,0,0,0,1,0,0,0,0,0,8.0,7.8,Team1,EUW1_7169738478,Bronze4
186,13,4249,5361,4285,4358,3363,3624,4123,3849,3123,2816,21616,17535,10,2,0,0,0,0,2,0,0,0,0,0,8.4,8.4,Team1,EUW1_7169738478,Bronze4
187,14,4650,6244,4708,5077,3683,3911,4434,5278,3896,2988,24362,20507,11,4,1,0,0,0,2,0,0,0,0,0,8.8,8.8,Team1,EUW1_7169738478,Bronze4
188,15,5012,6372,5006,5381,3946,4173,4855,5624,4186,3209,25717,22047,11,4,1,0,0,0,2,0,0,0,0,0,9.0,9.4,Team1,EUW1_7169738478,Bronze4
189,16,5254,6704,5296,5801,4164,4572,5273,5879,4557,3401,27219,23682,11,4,1,0,0,0,2,0,0,0,0,0,9.6,9.6,Team1,EUW1_7169738478,Bronze4
190,17,5906,7750,5602,6043,4380,4743,6237,6212,4679,3582,29681,25453,12,6,2,0,0,0,2,0,0,0,0,0,10.0,10.2,Team1,EUW1_7169738478,Bronze4
191,18,6475,8809,5834,6276,4558,5260,6775,7138,5139,3959,31952,28271,13,7,3,2,0,0,2,0,0,0,0,0,10.4,10.4,Team1,EUW1_7169738478,Bronze4
192,19,6750,9894,6472,6518,4725,5439,6897,7456,5303,4125,34359,29220,15,7,3,2,0,0,2,0,0,0,0,0,11.0,10.8,Team1,EUW1_7169738478,Bronze4
193,20,7146,10183,6695,7265,5097,5771,7020,7794,5648,4278,36386,30511,16,7,4,2,0,0,3,0,0,0,0,0,11.2,11.2,Team1,EUW1_7169738478,Bronze4
194,21,7268,10469,7179,7388,5254,6115,7457,7993,6325,4594,37558,32484,16,8,4,2,0,0,3,0,0,0,0,0,11.4,11.6,Team1,EUW1_7169738478,Bronze4
195,22,7649,11411,7765,7810,5431,6508,7745,8116,6537,4775,40066,33681,18,8,4,2,0,0,3,0,0,0,0,0,12.2,12.0,Team1,EUW1_7169738478,Bronze4
196,23,8040,11879,8265,8379,5960,6722,8037,8400,6899,4977,42523,35035,19,8,6,2,0,0,3,0,0,0,0,0,12.6,12.0,Team1,EUW1_7169738478,Bronze4
197,24,8419,12949,8685,8824,6308,6845,8283,8550,7195,5129,45185,36002,21,8,7,2,0,0,3,0,0,0,0,0,12.8,12.0,Team1,EUW1_7169738478,Bronze4
198,25,8802,13725,8898,9272,6592,6967,8517,8903,7345,5303,47289,37035,23,8,7,2,0,0,3,0,0,0,0,0,13.2,12.8,Team1,EUW1_7169738478,Bronze4
199,26,9019,14156,9153,10090,6825,7258,8860,9177,7539,5457,49243,38291,26,8,7,2,0,0,4,0,0,0,0,0,13.6,12.8,Team1,EUW1_7169738478,Bronze4
200,26,9359,14606,9706,10718,7089,7346,8964,9329,7628,5567,51478,38834,28,8,8,2,1,0,4,0,0,0,0,0,14.0,12.8,Team1,EUW1_7169738478,Bronze4
201,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7169670290,Bronze4
202,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7169670290,Bronze4
203,2,584,611,556,612,539,542,611,556,584,524,2902,2817,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team2,EUW1_7169670290,Bronze4
204,3,848,937,857,955,716,804,917,815,1225,886,4313,4647,0,1,0,0,0,0,0,0,0,0,0,0,2.8,2.6,Team2,EUW1_7169670290,Bronze4
205,4,1086,1140,1071,1232,887,1067,1335,1043,1534,1099,5416,6078,0,1,0,0,0,0,0,0,0,0,0,0,3.4,3.6,Team2,EUW1_7169670290,Bronze4
206,5,1295,1538,1354,1431,1063,1719,1688,1312,1817,1287,6681,7823,0,2,0,0,0,0,0,0,0,0,0,0,4.2,4.4,Team2,EUW1_7169670290,Bronze4
207,6,1736,1755,1599,1603,1233,1985,2034,1512,2139,1493,7926,9163,0,2,0,0,0,0,0,0,0,0,0,0,4.6,4.8,Team2,EUW1_7169670290,Bronze4
208,7,1915,1935,1829,1929,1413,2425,2851,1686,2439,1726,9021,11127,0,4,0,0,0,0,0,0,0,0,0,0,5.2,5.2,Team2,EUW1_7169670290,Bronze4
209,8,2147,2058,2112,2330,1569,3051,3144,1867,2745,1927,10216,12734,0,4,0,0,0,0,0,0,0,0,0,0,5.8,5.8,Team2,EUW1_7169670290,Bronze4
210,9,2392,2267,2410,2458,1709,3476,3466,2068,3307,2229,11236,14546,0,5,0,0,0,0,0,1,0,0,0,0,6.0,6.2,Team2,EUW1_7169670290,Bronze4
211,10,2659,2541,2804,3291,2058,3725,3798,2219,3573,2492,13353,15807,1,6,0,0,0,0,0,1,0,0,0,0,6.6,6.8,Team2,EUW1_7169670290,Bronze4
212,11,3033,2773,3039,3643,2260,3910,4351,2669,3924,2782,14748,17636,1,8,0,0,0,0,0,1,0,0,0,0,7.2,7.4,Team2,EUW1_7169670290,Bronze4
213,12,3365,3014,3335,3870,2412,4215,4919,3161,4355,3151,15996,19801,1,9,0,0,0,0,0,1,0,0,0,0,7.6,7.8,Team2,EUW1_7169670290,Bronze4
214,13,4211,3484,3592,4301,2808,4519,5054,3375,4644,3388,18396,20980,2,9,0,0,0,0,0,1,0,0,0,0,8.0,8.6,Team2,EUW1_7169670290,Bronze4
215,14,4394,3620,3757,5580,3559,6216,5485,4200,5045,3716,20910,24662,5,12,0,1,0,0,0,1,0,0,0,0,8.6,9.0,Team2,EUW1_7169670290,Bronze4
216,15,4516,3868,4063,5702,3711,6747,5733,4647,5251,3878,21860,26256,5,14,0,1,0,0,0,1,0,0,0,0,8.8,9.2,Team2,EUW1_7169670290,Bronze4
217,15,4674,3928,4123,5762,3858,7140,6513,4870,5732,4105,22345,28360,5,17,0,1,0,0,0,2,0,0,0,0,9.0,9.6,Team2,EUW1_7169670290,Bronze4
218,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7169616670,Bronze4
219,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7169616670,Bronze4
220,2,563,649,598,563,544,556,611,563,594,546,2917,2870,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team1,EUW1_7169616670,Bronze4
221,3,864,937,860,783,724,846,993,846,879,766,4168,4330,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,Team1,EUW1_7169616670,Bronze4
222,4,1099,1464,1130,1447,1374,1046,1335,1162,1155,1246,6514,5944,2,1,0,0,0,0,0,0,0,0,0,0,3.2,3.4,Team1,EUW1_7169616670,Bronze4
223,5,1417,1862,1441,1793,1570,1350,1538,1480,1421,1468,8083,7257,2,1,0,0,0,0,0,0,0,0,0,0,4.2,4.0,Team1,EUW1_7169616670,Bronze4
224,6,1711,1985,1658,1958,1724,1679,2025,1725,1813,1630,9036,8872,2,2,0,0,0,0,0,1,0,0,0,0,4.4,4.8,Team1,EUW1_7169616670,Bronze4
225,7,1861,2202,1990,2241,2006,1969,2351,1917,2033,1770,10300,10040,2,2,0,0,0,0,0,1,0,0,0,0,5.2,5.2,Team1,EUW1_7169616670,Bronze4
226,8,2178,2594,2662,2856,2291,2303,2601,2397,2237,2181,12581,11719,4,3,0,0,0,0,0,1,0,0,0,0,5.8,5.6,Team1,EUW1_7169616670,Bronze4
227,9,2576,2846,2969,3072,2445,2467,2787,2675,2478,2399,13908,12806,4,3,0,0,0,0,0,1,0,0,0,0,6.2,6.2,Team1,EUW1_7169616670,Bronze4
228,10,2698,3068,3203,3397,2617,2840,3340,3313,2762,2773,14983,15028,4,5,0,0,0,0,0,1,0,0,0,0,6.6,6.6,Team1,EUW1_7169616670,Bronze4
229,11,3010,3301,3535,4000,3117,3089,3677,3629,3149,2998,16963,16542,5,5,0,0,0,0,0,1,0,0,0,0,7.0,7.2,Team1,EUW1_7169616670,Bronze4
230,12,3174,3512,3755,4481,3414,3895,3969,4206,3306,3150,18336,18526,6,7,0,0,0,0,0,1,0,0,0,0,7.6,7.4,Team1,EUW1_7169616670,Bronze4
231,13,3366,3634,4003,5302,3676,4122,4241,4502,3583,3399,19981,19847,7,7,0,0,0,0,0,1,0,0,0,0,8.2,8.0,Team1,EUW1_7169616670,Bronze4
232,14,3717,3982,4389,5819,3957,4731,4548,4851,3784,3757,21864,21671,7,8,0,0,0,0,0,1,0,0,0,0,8.2,8.6,Team1,EUW1_7169616670,Bronze4
233,15,3934,4294,4810,6389,4131,5789,4777,5453,4766,4070,23558,24855,9,12,0,0,0,0,0,2,0,0,0,0,8.6,9.0,Team1,EUW1_7169616670,Bronze4
234,16,4141,4565,5058,6547,4423,5912,4994,5751,4997,4222,24734,25876,9,12,0,0,0,0,0,2,0,0,0,0,9.0,9.4,Team1,EUW1_7169616670,Bronze4
235,17,4334,5008,5405,7444,5223,6386,5337,5916,5173,4603,27414,27415,10,13,1,0,0,0,0,2,0,0,0,0,9.6,9.6,Team1,EUW1_7169616670,Bronze4
236,18,4751,5230,6006,8280,5617,6683,5514,6159,5652,4931,29884,28939,13,13,2,0,0,0,0,2,0,0,0,0,10.0,9.8,Team1,EUW1_7169616670,Bronze4
237,19,5245,5482,6184,8492,6424,6805,5752,6476,5865,5083,31827,29981,14,13,2,0,0,0,0,2,0,0,0,0,10.4,10.2,Team1,EUW1_7169616670,Bronze4
238,20,5368,5816,6524,8955,6592,7383,5945,6752,6033,5287,33255,31400,14,14,2,0,0,0,0,2,0,0,0,0,10.6,10.4,Team1,EUW1_7169616670,Bronze4
239,21,5837,6118,7146,10121,7094,7964,6162,7399,6239,5536,36316,33300,15,16,4,0,0,0,0,2,0,0,0,0,11.0,11.0,Team1,EUW1_7169616670,Bronze4
240,22,6490,6557,7418,10859,7415,8436,6350,7742,6729,5738,38739,34995,19,18,4,0,0,0,0,3,0,0,0,0,11.2,11.2,Team1,EUW1_7169616670,Bronze4
241,23,6797,6810,7840,11571,7568,8751,6912,8038,6873,5891,40586,36465,20,19,4,0,0,0,0,3,0,0,0,0,12.0,11.4,Team1,EUW1_7169616670,Bronze4
242,24,7363,6932,8178,12174,7767,9293,7200,8523,7390,6216,42414,38622,22,21,4,0,0,0,0,3,0,0,0,0,12.2,11.8,Team1,EUW1_7169616670,Bronze4
243,25,7813,7265,8647,12679,7945,9503,7347,9541,7627,6512,44349,40530,22,21,5,1,0,0,0,3,0,0,0,0,12.4,12.2,Team1,EUW1_7169616670,Bronze4
244,26,8459,8203,9137,13934,8200,9726,7642,10389,8609,6831,47933,43197,25,22,7,3,0,0,0,3,0,0,0,0,12.8,12.6,Team1,EUW1_7169616670,Bronze4
245,27,8875,8325,9525,14476,8367,10050,7814,11818,8871,7033,49568,45586,28,23,7,3,0,0,0,3,0,0,0,0,13.4,12.8,Team1,EUW1_7169616670,Bronze4
246,28,8999,8636,9705,14742,8569,10228,7977,12165,9576,7241,50651,47187,29,24,7,3,0,0,0,3,0,0,0,0,13.4,13.0,Team1,EUW1_7169616670,Bronze4
247,29,9518,9249,10022,15142,8748,10425,8344,12344,9956,7394,52679,48463,31,24,7,3,0,0,1,3,0,0,0,0,13.8,13.0,Team1,EUW1_7169616670,Bronze4
248,30,9762,9419,10399,15677,8900,10784,8556,12466,10127,7609,54157,49542,33,25,7,3,0,0,1,3,0,0,0,0,14.0,13.2,Team1,EUW1_7169616670,Bronze4
249,31,10151,10162,11145,16810,9332,10907,8679,12777,10369,7789,57600,50521,38,25,8,3,1,0,1,3,0,0,0,0,14.6,13.6,Team1,EUW1_7169616670,Bronze4
250,31,10360,10378,11348,17325,9516,10944,8775,13051,10426,7895,58927,51091,39,26,10,3,1,0,1,3,0,0,0,0,14.8,13.8,Team1,EUW1_7169616670,Bronze4
251,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7168544000,Bronze4
252,1,500,500,500,500,500,500,500,505,500,500,2500,2505,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team2,EUW1_7168544000,Bronze4
253,2,521,611,570,542,524,598,611,596,563,524,2768,2892,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.2,Team2,EUW1_7168544000,Bronze4
254,3,769,1022,850,748,755,878,993,890,818,739,4144,4318,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,Team2,EUW1_7168544000,Bronze4
255,4,1004,1400,1120,1254,1163,1183,1335,1160,1599,1192,5941,6469,1,1,0,0,0,0,0,0,0,0,0,0,3.4,3.6,Team2,EUW1_7168544000,Bronze4
256,5,1238,1712,1429,1446,1318,1543,1457,1436,1890,1332,7143,7658,1,1,0,0,0,0,0,0,0,0,0,0,4.2,4.2,Team2,EUW1_7168544000,Bronze4
257,6,1417,1945,1709,1568,1459,1806,1680,1835,2531,1702,8098,9554,1,2,0,0,0,0,0,0,0,0,0,0,4.8,5.0,Team2,EUW1_7168544000,Bronze4
258,7,1618,2242,2029,1969,1689,1970,1915,2083,2723,1878,9547,10569,1,2,0,0,0,0,0,0,0,0,0,0,5.6,5.2,Team2,EUW1_7168544000,Bronze4
259,8,1823,2464,2393,2216,1860,2266,2233,2421,3138,2156,10756,12214,1,2,0,0,0,0,0,0,0,0,0,0,6.0,6.0,Team2,EUW1_7168544000,Bronze4
260,9,2058,2653,2705,2416,2151,2615,2721,2938,3836,2966,11983,15076,1,5,0,0,0,0,0,1,0,0,0,0,6.6,6.8,Team2,EUW1_7168544000,Bronze4
261,10,2257,3149,2911,2678,2386,2877,2929,3186,4063,3158,13381,16213,1,5,0,0,0,0,0,1,0,0,0,0,7.0,7.0,Team2,EUW1_7168544000,Bronze4
262,11,2394,3442,3235,2828,2602,3719,3611,3531,4762,3873,14501,19496,1,9,0,0,0,0,0,1,0,0,0,0,7.4,7.8,Team2,EUW1_7168544000,Bronze4
263,12,2516,3604,3568,3097,2901,3976,3841,3810,5125,4204,15686,20956,1,10,0,0,0,0,0,1,0,0,0,0,7.8,8.0,Team2,EUW1_7168544000,Bronze4
264,13,2638,3736,3746,3309,3132,4209,4369,4021,5601,4454,16561,22654,1,12,0,0,0,0,0,1,0,0,0,0,8.0,8.6,Team2,EUW1_7168544000,Bronze4
265,14,2950,3984,4243,3466,3268,4622,4527,4252,6277,5086,17911,24764,1,15,0,0,0,0,0,1,0,0,0,0,8.2,9.0,Team2,EUW1_7168544000,Bronze4
266,15,3296,4316,4524,4384,3405,4921,4849,4480,6879,5578,19925,26707,2,15,0,1,0,0,0,2,0,0,0,0,9.0,9.4,Team2,EUW1_7168544000,Bronze4
267,16,3531,4509,4697,4667,4037,5334,5181,5620,8109,5933,21441,30177,3,19,0,2,0,0,0,2,0,0,0,0,9.0,10.0,Team2,EUW1_7168544000,Bronze4
268,17,3681,4965,4910,5141,4333,5654,5618,5944,8809,6312,23030,32337,3,22,0,2,0,0,0,2,0,0,0,0,9.6,10.6,Team2,EUW1_7168544000,Bronze4
269,18,3824,5117,5144,5459,4546,6146,5886,6085,9115,6531,24090,33763,3,23,0,2,0,0,0,2,0,0,0,0,9.8,10.8,Team2,EUW1_7168544000,Bronze4
270,19,4066,5395,5281,5581,4711,6764,6303,6536,9802,6825,25034,36230,3,25,0,3,0,0,0,2,0,0,0,0,10.0,11.2,Team2,EUW1_7168544000,Bronze4
271,20,4344,5837,5608,6054,5212,7026,6535,6832,10055,6978,27055,37426,3,25,0,3,0,0,0,3,0,0,0,0,10.4,11.4,Team2,EUW1_7168544000,Bronze4
272,21,4467,5981,5801,6198,5334,7386,6942,7202,10247,7451,27781,39228,3,28,0,3,0,0,0,3,0,0,0,0,10.4,11.8,Team2,EUW1_7168544000,Bronze4
273,22,4680,6226,6128,6452,5473,7703,7248,7395,10512,7603,28959,40461,3,28,0,3,0,0,0,3,0,0,0,0,10.8,12.2,Team2,EUW1_7168544000,Bronze4
274,22,5082,7454,6192,6516,5537,8188,7362,7940,11164,8128,30781,42782,5,32,1,3,0,0,0,3,0,0,0,0,11.2,12.6,Team2,EUW1_7168544000,Bronze4
275,0,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7168384581,Bronze4
276,1,500,500,500,500,500,500,500,500,500,500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,Team1,EUW1_7168384581,Bronze4
277,2,1025,611,584,521,524,521,611,584,577,524,3265,2817,1,0,0,0,0,0,0,0,0,0,0,0,1.4,1.2,Team1,EUW1_7168384581,Bronze4
278,3,1217,1022,920,664,719,815,993,871,906,728,4542,4313,1,0,0,0,0,0,0,0,0,0,0,0,2.2,2.4,Team1,EUW1_7168384581,Bronze4
279,4,1533,1340,1120,836,900,994,1375,1127,1789,1095,5729,6380,1,1,0,0,0,0,0,0,0,0,0,0,3.6,3.6,Team1,EUW1_7168384581,Bronze4
280,5,1872,1462,1410,1133,1096,1116,1578,1347,2016,1235,6973,7292,1,1,0,0,0,0,0,0,0,0,0,0,4.2,4.0,Team1,EUW1_7168384581,Bronze4
281,6,2225,1801,1666,1319,1303,1253,1876,1669,2359,1421,8314,8578,1,1,0,0,0,0,0,0,0,0,0,0,4.4,4.8,Team1,EUW1_7168384581,Bronze4
282,7,2577,1968,1942,1483,1634,1461,2145,1933,3005,1779,9604,10323,1,2,0,0,0,0,1,0,0,0,0,0,5.4,5.2,Team1,EUW1_7168384581,Bronze4
283,8,2922,2266,2504,1689,1811,1695,2336,2118,3218,1965,11192,11332,2,2,0,0,0,0,1,0,0,0,0,0,6.2,5.6,Team1,EUW1_7168384581,Bronze4
284,9,3617,2683,2732,1882,2056,1988,3122,2460,3566,2174,12970,13310,3,3,0,0,0,0,1,0,0,0,0,0,6.6,6.4,Team1,EUW1_7168384581,Bronze4
285,10,3916,3321,3308,2018,2230,2264,3459,3022,4022,2561,14793,15328,5,4,0,0,0,0,1,0,0,0,0,0,7.0,6.8,Team1,EUW1_7168384581,Bronze4
286,11,5250,3570,3703,2205,2498,2401,3790,3257,4872,2738,17226,17058,5,5,1,0,0,0,1,0,0,0,0,0,7.6,7.2,Team1,EUW1_7168384581,Bronze4
287,12,5861,3780,4517,2440,2681,2596,4143,3773,5117,2963,19279,18592,7,6,1,0,0,0,1,0,0,0,0,0,7.8,7.8,Team1,EUW1_7168384581,Bronze4
288,13,6152,3982,4828,2597,2959,2815,4429,3999,5628,3327,20518,20198,7,7,1,0,0,0,2,0,0,0,0,0,8.6,8.0,Team1,EUW1_7168384581,Bronze4
289,14,6689,4343,5101,2748,3125,3478,4676,5034,6272,3799,22006,23259,8,9,1,1,0,0,2,0,0,0,0,0,8.6,8.6,Team1,EUW1_7168384581,Bronze4
290,15,7148,4736,5405,2884,3340,3600,5046,5245,6499,4043,23513,24433,8,10,1,1,0,0,2,0,0,0,0,0,9.2,9.2,Team1,EUW1_7168384581,Bronze4
291,16,7836,5423,5788,3035,3618,3824,5357,5381,6677,4362,25700,25601,10,10,1,1,0,0,2,0,0,0,0,0,9.6,9.2,Team1,EUW1_7168384581,Bronze4
292,17,9248,5561,6281,3260,3949,4065,5480,5755,7476,4564,28299,27340,13,11,1,1,0,0,2,0,0,0,0,0,10.0,9.2,Team1,EUW1_7168384581,Bronze4
293,18,9420,5862,6881,3453,4417,4413,5752,5878,7599,5685,30033,29327,14,13,2,1,0,0,2,0,0,0,0,0,10.4,9.8,Team1,EUW1_7168384581,Bronze4
294,19,9583,6079,7130,3666,4569,4571,6134,6305,7986,5997,31027,30993,14,14,2,1,0,0,2,1,0,0,0,0,10.4,10.2,Team1,EUW1_7168384581,Bronze4
295,20,9705,6304,7489,3823,4722,4735,6601,6637,8235,6233,32043,32441,14,16,2,1,0,0,2,1,0,0,0,0,10.4,10.6,Team1,EUW1_7168384581,Bronze4
296,21,9897,6960,7654,4044,4895,5113,6933,6896,9190,6410,33450,34542,15,16,2,2,0,0,2,1,0,0,0,0,11.2,11.0,Team1,EUW1_7168384581,Bronze4
297,22,10159,7412,7956,4612,5158,5345,7273,7590,10059,6613,35297,36880,16,19,2,2,0,0,2,1,0,0,0,0,11.2,11.6,Team1,EUW1_7168384581,Bronze4
298,23,10462,7630,8078,4734,5310,6132,7616,7952,10489,6962,36214,39151,16,19,2,4,0,0,2,1,0,0,0,0,11.6,11.8,Team1,EUW1_7168384581,Bronze4
